Time,CongestionWindow
16.1605,49350
16.5095,50750
16.8585,52150
17.2074,53550
17.5796,54950
18.0643,56350
18.4598,57750
18.8669,59150
19.2818,60550
19.7548,61950
20.1968,63350
20.6466,64750
21.1119,66150
21.6276,67550
22.1161,68950
22.6124,70350
23.1242,71750
23.6477,73150
24.1905,74550
24.3922,72862
24.5124,72924
24.5162,72986
24.5201,73048
24.5279,73109
24.5356,73171
24.5434,73233
24.6209,73295
24.6248,73356
24.6325,73418
24.6481,73480
24.6558,73542
24.6636,73603
24.6713,73665
24.6791,73727
24.6868,73789
24.6946,73850
24.7023,73912
24.7101,73974
24.7178,74036
24.7256,74098
24.7334,74159
24.7411,74221
24.7489,74283
24.7566,74345
24.7644,74406
24.7721,73737
24.7799,73068
24.7876,72399
24.7954,71730
24.8032,71061
24.8109,70392
24.8187,69723
24.8264,69053
24.8342,68384
24.838,67715
24.8419,67046
24.8458,66377
24.8574,65708
24.8691,65039
24.8729,64370
24.8846,63700
24.8885,63031
24.9001,62362
24.904,61693
24.9156,59624
24.9273,58955
24.935,58286
24.9428,57617
24.9505,56948
24.9583,56278
24.9738,55609
25.0358,54940
25.0435,54271
25.0513,53602
25.0591,52933
25.0668,50400
25.0746,49000
25.125,47600
25.1327,46200
25.1444,44800
25.156,43400
25.1676,42000
25.1831,40600
25.1948,39200
25.2064,37800
25.218,37275
25.4196,38675
25.4196,40075
25.4352,39285
25.4429,37969
25.5205,38053
25.536,38137
25.6755,38222
25.6794,38306
25.6911,38390
25.6949,38474
25.7066,38558
25.7104,38643
25.7221,38727
25.726,38811
25.7376,38895
25.7453,38980
25.7531,38322
25.7609,37664
25.7686,37006
25.7802,35690
25.7996,34374
25.8267,33059
25.8422,31743
25.8655,30427
25.8771,20037
26.059,21437
26.216,22837
26.5359,24237
27.005,25637
27.2997,27037
27.6021,28437
27.9201,29837
28.2535,31237
28.5909,32637
28.9437,34037
29.3082,35437
29.6959,36837
30.0797,38237
30.4791,39637
30.8862,41037
31.305,42437
31.7354,43837
32.1735,45237
32.631,46637
33.0963,48037
33.5732,49437
34.0579,50837
34.5619,52237
35.1125,53637
35.636,55037
36.1478,53288
36.1594,53375
36.1749,53463
36.1827,53550
36.1905,53638
36.1982,53725
36.206,53813
36.2098,53900
36.2176,53988
36.4076,54075
36.4115,54163
36.4851,54250
36.489,54337
36.5006,54425
36.5045,54512
36.5123,54600
36.5239,54687
36.5355,54775
36.5472,54862
36.5588,54206
36.5666,53550
36.5704,52893
36.5743,52237
36.5782,51581
36.5821,50925
36.5859,50268
36.5976,49612
36.6053,48956
36.6131,48300
36.617,47643
36.6403,46987
36.6558,46331
36.6635,44274
36.6713,43618
36.679,42962
36.6868,42306
36.6945,41649
36.7023,40993
36.71,40337
36.7178,39681
36.7333,39024
36.7488,38368
36.7643,37712
36.776,35655
36.7876,34999
36.8884,34343
36.8923,33687
36.9582,33030
36.966,32374
36.9776,31718
36.9892,31062
37.0009,30405
37.0125,29749
37.0241,29093
37.0357,27518
37.1326,28918
37.1404,28122
37.152,26844
37.1598,26966
37.1753,27088
37.1908,26449
37.2737,25171
37.3532,23893
37.3997,22615
37.4191,21337
37.4346,20059
37.4482,18781
37.4656,17503
37.4734,14459
37.4734,15859
37.7099,17259
37.9557,18659
38.2151,20059
38.4645,21459
38.7064,22859
38.9568,24259
39.2065,25659
39.4576,27059
39.7035,28459
39.9594,29859
40.3521,31259
40.6041,32659
40.8678,34059
41.1469,35459
41.4804,36859
41.7867,38259
42.1046,39659
42.4303,41059
42.7832,42459
43.136,43859
43.5005,45259
43.8727,46659
44.2643,48059
44.6637,49459
45.0747,50859
45.4934,52259
45.9432,53659
46.3852,55059
46.8427,56459
47.3095,57859
47.3406,56084
47.3483,56168
47.3561,56251
47.3716,56335
47.391,56418
47.4046,56502
47.4123,56585
47.5112,56669
47.5151,56752
47.5306,56836
47.5345,56919
47.55,57003
47.5538,57086
47.6198,57170
47.6236,57254
47.6314,57337
47.6353,57421
47.6469,57504
47.6508,57588
47.6624,57671
47.6663,57013
47.6779,56355
47.6818,55697
47.6973,55038
47.7012,54380
47.7089,53722
47.7128,53064
47.7283,52405
47.7322,51747
47.7361,51089
47.7438,50431
47.7516,49772
47.7593,49114
47.7671,48456
47.7749,47798
47.7826,47140
47.7904,46481
47.802,45823
47.8175,45165
47.8291,44507
47.8408,43848
47.8524,43190
47.864,42532
47.8718,41874
47.8795,41215
47.8873,40557
47.9455,39899
47.9532,39241
47.9726,38583
47.9765,37924
47.9959,37266
47.9997,36608
48.054,35950
48.0579,35291
48.0657,34633
48.0734,33975
48.0773,33317
48.0812,32658
48.0889,32000
48.0967,31342
48.1102,30684
48.1296,28929
48.3095,1400
49.0773,2800
49.3232,5600
49.5681,8400
49.5759,11200
49.8117,14000
49.8195,14464
50.0715,15864
50.327,17264
50.5781,18664
50.8321,20064
51.1035,21464
51.3827,22864
51.6754,24264
51.974,25664
52.2919,27064
52.8137,28464
53.1527,29864
53.5714,31264
53.932,32664
54.3081,34064
54.6959,35464
55.0991,36864
55.5062,38264
55.9289,39664
56.3651,41064
56.8148,42464
57.2762,43864
57.3499,42113
57.3577,42226
57.3655,42338
57.5167,42451
57.5748,42563
57.5787,42676
57.6504,42788
57.6543,42901
57.6698,43013
57.6737,43126
57.6776,43239
57.6853,43351
57.6931,43464
57.7008,43576
57.7067,43689
57.7105,43045
57.7144,42401
57.7183,41758
57.7222,41114
57.726,40470
57.7299,39826
57.7416,39183
57.7454,38539
57.7571,37895
57.7687,37252
57.7803,36608
57.7842,35964
57.7881,35320
57.792,34677
57.8036,34033
57.8113,33389
57.8152,31345
57.9393,30702
57.9916,30058
57.9955,29414
58.0556,28771
58.0595,28127
58.075,27483
58.0789,26839
58.0828,26196
58.0905,25552
58.0983,24908
58.1021,24264
58.1099,23621
58.1138,21932
58.2049,24732
58.5674,26132
58.9047,27532
59.3526,28932
59.6763,30332
59.9962,31732
